valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;suite;academia;varanda;transporte;salao;planejado
253000;RESIDENCIAL VIDA SAMAMBAIA QI 416 CONJUNTO 1  Samambaia Norte  Vida Samambaia pode ser a solução que você procura. com três torres e um total de 363 unidades, com três opções de me...;QI 416 Conjunto 1; Samambaia Norte;2;1;2;45;0;360;Nenhuma;0;0;0;0;0;0
339000;EDVALDO MOREIRA VENDE  SEMI – MOBILIÁDO.  JARDINS MANGUEIRAL  Apartamento 2 Quartos Sem Suíte 54m²: Sala Cozinha Banheiro Social Área de serviço Varanda Interfone 1 Vaga de garagem...;Quadra QC 10 Rua B; São Sebastião;2;1;1;54;785;322;Destaque;1;0;1;0;0;0
725000;Excelente apartamento na SQN 411 bloco M  Vista livre para dentro da quadra, 03 quartos com armários, banheiro social e outro de serviço, vazado, cozinha com ampla área de serviço...;SQN 411; Asa Norte;3;0;2;95;0;550;Destaque;0;0;0;0;0;0
334900;O apartamento no bairro Samambaia Sul possui 61 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, espaço gourmet, jardim, área de brinquedo para as crianç...;Quadra 301 Conjunto 1; Samambaia Sul;2;1;2;61;652;592;Destaque;1;1;0;1;0;0
606900;Viva próximo de tudo o que você deseja, na melhor localização de Águas Claras. Apartamentos 2 quartos com plantas personalizadas e mais de 1300m² lazer.   A poucos metros da saída...;Rua 3; Norte;2;1;2;65;0;0;Na planta;0;0;0;1;0;0
1400000;Viva próximo de tudo o que você deseja, na melhor localização de Águas Claras. Apartamentos 3 quartos com plantas personalizadas e mais de 1300m² lazer.   A poucos metros da saída...;Rua 3; Norte;3;1;2;83;0;0;Na planta;0;0;0;1;0;0
0;O Reserva Parque Clube é assim: a combinação perfeita entre vida urbana, natureza e diversão em um único empreendimento. Além de todos os seus atributos, este empreendimento está l...;EQS 414/415; Asa Sul;[2, 3];0;1;67;0;0;Em construção;0;0;0;0;0;0
75000;"CÓDIGO: 222038  DESCRIÇÃO DO IMÓVEL:   Área Construída:42m²;   Sala estilo americana( falta fazer divisão);  Cozinha acoplada c/ área de serviço;  01 quarto c/ varanda blindex,;  B...";QS 10; Riacho Fundo I;1;0;1;42;0;0;Super destaque;0;0;1;0;0;0
0;Rua 33 Sul, lote 12   Catharina Iansen (Águas Claras)\n\nConvidamos você a conhecer o imóvel com quem prioriza a excelência, a transparência e o atendimento de qualidade, localizad...;Sul (Águas Claras); Brasília;3;1;1;77;609;573;Super destaque;0;0;0;0;0;0
1200000;Excelente casa ampla de alto padrão nova, arejada e com armários planejados, com piso em porcelanato, piscina c/ cascata no bem localizado Residencial , em Águas Claras   DF.  A ca...;SHA Conjunto 5 Chácara 19A; Setor Habitacional Arniqueira;3;2;4;292;120;130;Super destaque;0;0;0;0;0;1
185000;Ótimo custo benefício para quem procura imóvel em uma excelente localização, com uma planta bem funcional e ambientes espaçosos, apartamento simples, porém bem conservado, piso rev...;QNM 12; Ceilandia Norte;2;1;1;65;400;380;Nenhuma;0;0;0;0;0;0
305000;Whats não é ágio.   O apartamento no bairro Samambaia Sul possui 59 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro. Possui área de fitness, espaço gourmet, jardim, parqu...;QS 501 Conjunto 1; Samambaia Sul;2;1;1;59;350;400;Nenhuma;1;0;0;1;0;0
199680;TOTAL VILLE IKEDA | DIRECIONAL Engenharia  Onde fica: Rua 01, Lote 02 – Setor Ikeda – entrada pela BR 070 RA XXXII   Ceilândia (DF). Previsão de entrega: dezembro de 2025 Área tota...;QNR 5 Conjunto O; Ceilandia Norte;2;1;2;45;0;0;Nenhuma;0;0;0;0;0;0
1100000;CONQUISTE SEU IMÓVEL NO BAIRRO MAIS DESEJADO DE BRASÍLIA, COM O PADRÃO DE QUALIDADE FAENGE!  O Noroeste é o bairro mais moderno de Brasília, já é conhecido como o bairro “Alto Padr...;SQNW 306 Bloco C; Setor Noroeste;2;1;2;67;0;0;Destaque;0;0;0;0;0;0
210000;Residencial Plaza Del Sol Ceilândia Sul Apartamento 2 Quartos    2 Quartos, sendo uma semi suíte   Sala   Banheiro social   Cozinha   Área de serviço   Condomínio incluso Água e Gá...;QNN 38 Bloco 1; Ceilandia Sul;2;1;1;44;0;0;Destaque;1;0;0;0;0;0
369900;Apartamento de 03 quartos com Suíte e Varanda no Via Tropical   QR 301   Samambaia Sul   SIGA NOS TAMBÉM NO INSTAGRAM: @soagioimoveisdf  Apartamento de 03 quartos com suíte e Varan...;Quadra 301 Conjunto 7; Samambaia Sul;3;1;2;70;600;634;Destaque;1;0;1;0;0;0
155000;Vendo lindo apartamento reformado no Guará II Apt dúplex andar de baixo sala cozinha americana e um banheiro. Andar de cima 2 quartos e um hall, espaço para estudo ou escritório (m...;QE 40 Conjunto C; Guara II;2;1;1;56;0;0;Destaque;0;0;0;0;0;0
270000;"LINDO AP NO RESIDENCIAL BORGES LANDEIRO   QNO 12 SETOR O, CEILÂNDIA;   Excelente oportunidade! Belíssimo apartamento em andar alto com vista livre e excelente iluminação e ventilaç...";QNO 19 Conjunto 26; Ceilandia Norte;2;1;1;60;485;450;Nenhuma;0;0;0;0;0;0
220000;Apartamento 2 Quartos, com Garagem Coberta – Residencial fênix QN 512 Samambaia Sul        São 4 aptos por andar, 8 andares, 1 elevador. Garagem coberta 1 subsolo.  Morar no Reside...;QN 512; Samambaia Sul;2;1;1;47;380;330;Nenhuma;0;0;0;0;0;0
267000;Apartamento com ótima localização Dois quartos Um banheiro Um vaga coberta Móveis planejados em todos os cômodos  Área de Lazer com: Brinquedoteca Espaço Zen Espaço Gourmet com sol...;QN 120 Conjunto 2; Samambaia Sul;2;1;1;54;349;540;Nenhuma;0;0;0;0;0;1
175000;Setor Total Ville Santa Maria DF Apartamento reformado s/ suíte, 2 quartos, cozinha planejada e cooktop, banheiro social com armário, sala ampla com parede 3D, sanca, piso porcelan...;Avenida Monumental; Santa Maria;2;1;1;45;0;280;Destaque;1;0;0;0;0;1
818000;O apartamento no bairro Sul (Águas Claras) tem 99 metros quadrados com 4 quartos revertido para 3 quartos sendo 1 suite e 1 banheiro social Armários planejados em todos os quartos...;Quadra 205; Sul (Águas Claras);4;2;1;99;0;0;Super destaque;1;0;0;1;0;1
253967;Prestige Residence SRIA II   QI 29   LOTE 1 no Guará II  Prestige Residence, Apartamentos 2 quartos à venda no Guará: O privilégio de viver bem.  O privilégio de viver cercado de f...;QI 29; Guara II;2;1;2;73;880;742;Nenhuma;0;0;0;0;0;0
269900;RESIDENCIAL TOP LIFE TAGUATINGA QI 24  * Apartamento 2 Quartos * Sala de estar/jantar conceito aberto * Cozinha americana * Área de serviço * Móveis planejados * Vista livre e vaga...;QI 24; Setor Industrial;2;1;1;45;500;360;Super destaque;0;0;0;0;0;1
200000;Efreire Escritório Imobiliário  Creci 8974 DF  Localização Riacho Fundo II Condominio 08 próximo ao novo viaduto, parada de ônibus, condomínio com bastante verde churrasqueira.  Va...;QN 5C Conjunto 9; Riacho Fundo II;2;1;1;55;0;0;Nenhuma;0;0;0;1;0;0
155000;APARTAMENTO 2 QUARTOS   Quadra QS 601   Apto com área privativa 34m² 2 Quartos, cozinha conjugada com a sala, banheiro e uma vaga de garagem no condomínio  Prédio torre única com 9...;QS 601 Conjunto I; Samambaia Norte;2;1;1;34;350;343;Nenhuma;0;0;0;0;0;0
250000;Apartamento a venda em Samambaia Norte Residencial Villa Di Capri   QR 406 Apartamento de 3 Quartos Sendo 1 Suíte, Sala, Cozinha Com armários planejados,  banheiro social, Area de...;QR 406 Conjunto 9-A; Samambaia Norte;3;1;1;60;0;400;Nenhuma;1;0;0;0;0;1
290680;Apartamento no Top Life Long Beach Taguatinga  Imóvel com posto por sala dois ambientes, cozinha com área de serviço, banheiro social e dois dormitórios sendo um suíte  *Armários p...;QI 24; Setor Industrial;2;1;2;53;0;402;Nenhuma;1;0;0;0;0;0
163000;Excelente oportunidade de apartamento residencial reformado de dois quartos com guarda roupas, para moradia e/ou investimento, em uma excelente localização no centro de Santa Maria...;CL 212 Bloco B; Santa Maria;2;1;1;43;300;280;Super destaque;0;0;0;0;0;0
64900;Ágio de Apartamento de 02 quartos com suíte   QNL 17   Taguatinga Norte   Não Exige Transferência  SIGA NOS TAMBÉM NO INSTAGRAM: @soagioimoveisdf  Apartamento 02 quartos sendo um s...;QNL 17 Bloco B; Taguatinga Norte;2;1;2;55;400;340;Nenhuma;1;0;0;0;0;0
340000;Efreire Escritório Imobiliário CRECI 8974 DF  Residencial Felicita Clube. Localização QN 614 Samambaia Norte na entrada da Cidade próximo ao HRSAM com ótimas saídas para Taguatinga...;QR 614 Conjunto 7; Samambaia Norte;2;1;2;54;0;0;Nenhuma;0;0;0;0;0;0
98000;O apartamento no bairro Setor Habitacional Vicente Pires   Trecho 3 tem 55 metros quadrados com 2 quartos e 1 banheiro;Chácara 39; Setor Habitacional Vicente Pires Trecho 3;2;1;1;55;0;0;Nenhuma;0;0;0;1;0;0
109900;Prestação: 970,00   Ágio de Apartamento de 02 quartos no Residencial Renascer   QN 305   Samambaia Sul  SIGA NOS TAMBÉM NO INSTAGRAM: @soagioimoveisdf  Residencial Renascer: Excele...;QR 405 Conjunto 1; Samambaia Sul;2;1;1;50;500;455;Nenhuma;0;0;0;1;0;0
274350;RESIDENCIAL SANTORINNI   Quadra 301, Cj 02   Centro Urbano Samambaia  2 quartos c/ suíte | Varanda | Lazer Completo Apartamentos perfeitos de 2 quartos, em um ótimo condomínio fech...;Quadra 301 Conjunto 2; Samambaia Sul;2;1;2;49;0;0;Nenhuma;1;0;1;0;0;0
615000;🏢 Apartamento Espaçoso e Bem Localizado na Praça do Irerê, Águas Claras 🏢  📍 Condomínio Franz Schubert | Excelente Localização | Próximo a Escolas, Comércios e Bancos 📍  Este e...;Quadra 202; Sul;3;1;3;88;240;600;Destaque;0;0;0;0;0;0
44900;VENDO AGIO APARTAMENO NA QS 409 Conjunto E Lotes 1 e 2 apartamento vaga de garagem N°17 Samambaia Norte  Ágio: R$ 44.900,00 Prestação: R$1.990,00 Saldo Devedor: R$ 228.000,00 Condo...;QS 409 Conjunto E; Samambaia Norte;2;1;1;48;0;480;Nenhuma;0;0;0;1;0;0
90000;O Riacho Fundo 1. próximo ao Riacho Mall OPORTUNIDADE!!!!!!!! O apartamento no bairro Riacho Fundo I tem 50 metros quadrados com 2 quartos e 1 banheiro o prédio tem escritura estac...;QOF QN 7 Conjunto 1; Riacho Fundo I;2;2;1;50;150;40;Nenhuma;0;0;0;1;0;0
85000;VENDO ÁGIO DE APARTAMENTO DE 2 QUARTOS TÉRREO NA QUADRA 204   A MELHOR QUADRA DO TOTAL VILLE   EXCELENTE OPORTUNIDADE COM LOCALIZAÇÃO PRIVILEGIADA E PRONTO PARA MORAR! . VALOR DO Á...;Rua 400 Lote 403; Setor Meireles;2;1;1;75;184;315;Nenhuma;0;0;0;0;0;0
370000;Apartamento alto padrão  2 quartos sendo 1 suíte  Todo reformado  Armários de alta qualidade espelhado Ventilador de teto acionamento controle remoto Banheiros reformados  Iluminaç...;QI; Setor Industrial;2;1;2;52;700;375;Nenhuma;1;0;0;0;0;0
348000;A Samuel imobiliária apresenta a você cliente especial esse excelente apartamento de dois quartos, situado no Edifício Via Bela em Taguatinga Sul  FELIPE LIMA 6 1 9 8 5 5 9 0 0 9 0...;CSB; Taguatinga Sul;2;1;2;63;800;495;Destaque;0;0;0;0;0;0
269000;APARTAMENTO 2 QUARTOS, PLANEJADO – RESD. LUNA BELLA  Ótima oportunidade! Apresentamos um belo apartamento de 2 quartos no Residencial Luna Bella, localizado no 7º andar, com posiçã...;Quadra 102; Samambaia Sul;2;1;1;47;400;506;Nenhuma;0;0;0;0;0;1
280000;O apartamento no bairro Setor Industrial possui 70 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui espaço gourmet. Vai lhe possibilitar curtir os dias mais quentes...;QI 3; Taguatinga Norte;2;1;1;70;0;500;Destaque;1;0;0;1;0;0
198000;Residencial Ônix Águas claras! Av Castanheiras  Vendo Excelente Apartamento 1 quarto, podendo ter o 2°quarto Mobiliado   NAO TEM ELEVADOR/ NAO ACEITA FINANCIAMENTO!  Possibilidade...;Avenida das Araucárias; Sul (Águas Claras);1;0;1;48;0;0;Nenhuma;0;0;0;0;0;0
320000;Em busca do seu novo lar? Não procure mais! Temos o apartamento perfeito para você no Residencial Via Tropical, localizado na Quadra 301, em Samambaia   DF.  O apartamento 304, Blo...;Samambaia Sul; Brasília;2;1;2;60;0;499;Nenhuma;0;0;0;0;0;0
195000;Vendo excelente apartamento no Residencial Parque 15 Riacho Fundo 2 com 3 quartos sendo 1 suíte,sala,cozinha, banheiro social,garagem área de lazer com parquinho e churrasqueira. V...;Quadra QC 3 Conjunto 8; Riacho Fundo II;3;1;2;50;0;0;Destaque;1;0;0;0;0;0
250000;APARTAMENTO PARA VENDA EM ÓTIMA LOCALIZAÇAO NA QS 05   EDIF. RESIDENCIAL BREMEN   O IMÓVEL POSSUI:    SALA   2 QUARTOS COM ARMÁRIOS    COZINHA COM ARMÁRIOS   AREA DE SERVIÇO   WC S...;QS 5 Rua 410; Areal;2;1;1;42;542;638;Nenhuma;0;0;0;0;0;0
275000;Venha morar ou investir na região que mais cresce no Distrito Federal. A onze minutos do Plano Piloto. Área Residencial. Apartamento com 02 quartos, uma suíte, sala ampla, cozinha...;Quadra 3 Comércio Local 20; Sobradinho;2;1;2;60;400;200;Destaque;1;0;0;0;0;0
285000;O apartamento está localizado no bairro Samambaia Sul com 52 metros quadrados com 2 quartos sendo 1 suíte e 1 banheiro Vai lhe possibilitar todo o conforto do ar condicionado nos d...;QR 104 Conjunto 7-A; Samambaia Sul;2;1;1;52;380;440;Nenhuma;1;0;0;1;0;0
185000;Polo de Modas Guará DF  Apartamento de 3 quartos revertido para 2 quartos com 1 suíte, sala de estar, cozinha e banheiro social, localizado no 5º andar, bem ventilado e com vista l...;Rua 9; Guara II;3;1;2;70;0;0;Nenhuma;1;0;0;0;0;0
185000;*Apartamento de 2 quartos   Residencial Morada dos Lírios (Ceilândia Centro)*  LOCALIZAÇÃO: Imóvel localizado na QNM 12, atrás da Caixa Econômica Federal, próximo de tudo, a poucos...;QNM 12; Ceilandia Norte;2;1;1;50;500;300;Destaque;0;0;0;0;0;0
409000;Vendo Apartamento no bairro Setor Industrial do Gama   Brasília DF  Imóvel tem 71 metros quadrados com 3 quartos sendo 1 suíte e 2 Vagas de Garagem coberta.  Possui academia, espaç...;Quadra 5; Gama;3;2;2;71;1;1;Nenhuma;1;1;0;1;0;0
310000;EDVALDO MOREIRA VENDE  TAGUA LIFE CENTER  VISTA PARA AREA DE LAZER  APARTAMENTO 1 QUARTO 46M²: 1 Quarto com acesso a varanda Sala com acesso a varanda Cozinha americana Banheiro so...;CSG 3; Taguatinga Sul;1;1;1;46;1400;341;Nenhuma;0;0;1;0;0;0
175000;FINALMENTE VOCÊ PODE MORAR NOS MELHORES APTOS DE 1 e 2 quartos em Sobradinho, setor de mansões  Prédio com elevador   Garagem para apartamentos  FINANCIAMENTO DIRETO COM A CONSTRUT...;Rodovia DF-420; Setor de Mansões de Sobradinho;2;1;2;56;0;0;Destaque;0;0;0;0;0;0
980000;A SAMUEL IMOBILIARIA OFERECE ESSE BELISSIMO APARTAMENTO NA ASA NORTE. O apartamento está localizado no bairro Asa Norte tem 102 metros quadrados com 3 quartos sendo 1 suíte e 1 ban...;SCLRN 714; Asa Norte;3;0;1;102;1410;630;Nenhuma;1;0;0;1;0;0
366990;Agende hoje sua visita e venha conhecer o novo lançamento da MRV no Gama!   Apartamento alto padrão com: • 2 Quartos • Suíte  • Varanda  • Bem amplo  • Lazer completo.  • Vaga de g...;Área Especial Lado Leste; Setor Central;2;1;2;60;0;0;Nenhuma;1;0;1;0;0;0
225000;O apartamento no bairro Setor Habitacional Vicente Pires tem 52 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros  Residencial Monaco  Predio com Gas Canalizado  Portas co...;Rua 4; Setor Habitacional Vicente Pires Trecho 3;2;0;2;52;35;150;Nenhuma;1;0;0;1;0;0
140000;Vendo ágio ou negocio por casa na Ponte Alta Norte, com maior valor.  *2 (dois) anos para transferência do financiamento*  O apartamento está localizado no bairro Setor Sul possui...;Quadra 8 Conjunto I; Setor Sul;2;1;1;54;380;400;Destaque;0;0;0;0;0;0
180000;O apartamento está localizado no bairro Taguatinga Norte tem 40 metros quadrados com 1 quarto e 1 banheiro;QNM 34 Área Especial 1; Taguatinga Norte;1;0;1;40;0;0;Nenhuma;0;0;0;1;0;0
349000;Apartamento 2 quartos, sendo 1 suíte, no Residencial Upper Side, Samambaia Sul     Espaçoso Apartamento de 96 metros quadrados de área privativa no Residencial Upper Side, localiza...;QS 316 Conjunto 6; Samambaia Sul;2;1;1;96;600;400;Nenhuma;1;0;0;1;0;0
135000;Setor Total Ville Santa Maria DF  Apartamento 2 quartos com suíte, original com banheiro social, sala de tv e cozinha. Condomínio com gás incluso. Localizado no 1° andar. Condomíni...;Rua 600 Lote 601; Santa Maria;2;1;1;45;0;294;Nenhuma;1;0;0;0;0;0
380000;((( DESOCUPADO/ RIQUÍSSIMO EM ARMÁRIOS )))  SÃO TRÊS QUARTOS, SENDO UMA SUÍTE, SALA, COZINHA AMERICANA CONJUGADA COM A ÁREA DE SERVIÇO, PROJETO DE ILUMINAÇÃO, WC SOCIAL, ARMÁRIOS E...;QR 120; Samambaia Sul;3;1;2;70;0;0;Nenhuma;1;0;0;0;0;0
415000;Venha morar em uma das melhores regiões de Samambaia, ao lado do HRSAM, próximo a escolas, restaurantes, padarias, com fácil acesso para Taguatinga. O apartamento fica no em andar...;QI 416 Conjunto 2; Samambaia Norte;3;1;2;67;0;624;Destaque;0;0;0;0;0;0
990000;Infinity Residence (águas Claras)   DF  Rua 36 Lotes 10 E 12, S/N   Sul (águas Claras)   Brasília/DF  Apartamentos de 91 a 101m²  Estágio: Fundação  Dormitórios :3 Suítes: 1 a 3 Ba...;Rua 36; Aguas Claras;3;1;4;91;0;0;Nenhuma;1;0;0;0;0;0
550000;Apartamento com 3 Quartos com 1 suíte, 63 m², Armários em todos os cômodos, Garagem Coberta, Residencial Jardim Brasil, Rua 07 Norte, Águas Claras.  Avenida Principal, Castanheiras...;Rua 7; Norte;3;1;1;63;582;628;Nenhuma;1;0;0;0;0;0
260000;JULIO ROCHA IMOBILIÁRIA VENDE!  Excelente apartamento reformado em condomínio fechado com segurança ronda e monitoramento 24 hs (CONDOMÍNIO MANSÕES ENTRELAGOS)!  O apartamento poss...;Regiao dos Lagos; Brasília;2;0;2;73;0;70;Nenhuma;0;0;0;0;0;0
299900;Apartamento de 02 quartos com Suíte e Varanda no Via Tropical   QR 301   Samambaia Sul   SIGA NOS TAMBÉM NO INSTAGRAM: @soagioimoveisdf  Apartamento de 02 quartos com suíte e Varan...;Quadra 301 Conjunto 7; Samambaia Sul;2;1;1;63;600;520;Destaque;1;0;1;0;0;0
340000;Apartamento todo reformado, piso no porcelanato e armários planejados, 1 vaga de garagem coberta, fogão cooktop e forno elétrico ficam também. Preço imperdível!;Quadra 3; Setor Industrial;2;1;2;62;800;450;Destaque;0;0;0;0;0;1
530000;Mirante Duo Excelente prédio com localização estratégica, próximo à estação metrô, supermercados, escolas ( Ideal ) e comércio em geral Apartamento com 02 quartos sendo 1 suíte loc...;Avenida Parque Águas Claras; Norte;2;1;2;65;1200;480;Nenhuma;1;0;0;1;0;0
269000;Apartamento de 02 quartos com suíte   Reformado   Reserva Taguatinga   Esplanada  SIGA NOS TAMBÉM NO INSTAGRAM: @soagioimoveisdf  Apartamento de 02 quartos sendo um suíte no Reside...;Setor SAGOCA; Taguatinga Norte;2;1;2;50;400;331;Nenhuma;1;0;0;0;0;0
259000;Apartamento de 03 quartos no Residencial Bello Recanto   Quadra 406   Recanto das Emas  SIGA NOS TAMBÉM NO INSTAGRAM: @soagioimoveisdf  Apartamento de 03 quartos sendo um suíte, qu...;Avenida Eucalipto Quadra 406; Recanto das Emas;3;1;1;64;500;365;Nenhuma;1;0;0;0;0;0
320000;Excelente apartamento amplo, arejado e com armários planejados, com piso em porcelanato, no bem localizado Residencial Baía Blanca, em Taguatinga DF.  O apartamento está todo refor...;CNB 12; Taguatinga Norte;2;1;2;100;1088;638;Super destaque;0;0;0;0;0;1
750000;O apartamento está localizado no bairro Área Octogonal tem 64m² com 1 sala ampla, varanda, possui vista livre, 2 quartos, sendo 1 banheiro social, cozinha com ármários embutidos, e...;Área Especial 1; Area Octogonal;2;1;2;64;1369;859;Nenhuma;0;0;1;0;0;0
287990;Agende hoje sua visita e venha conhecer o novo lançamento da MRV no Gama!   Apartamento com: • 2 Quartos • Suíte  • Varanda  • Bem amplo  • Lazer com piscina, salão de festas, e ou...;Praça; Setor Leste;2;1;1;54;0;0;Destaque;1;0;1;0;1;0
225000;QS 113 – RESIDENCIAL ESPAÇO SAMAMBAIA  Samambaia Sul   QS 113   Residencial Espaço Samambaia (Imóvel Novo)   MRW vende apto 02 qtos, sendo um suíte, 61,45m², 2° andar, perpendicula...;QS 113; Samambaia Sul;2;1;2;61;300;340;Nenhuma;1;0;0;0;0;0
269900;Apartamento de 02 quartos com suíte no Top Life Taguatinga   Miami Beach  SIGA NOS TAMBÉM NO INSTAGRAM: @soagioimoveisdf  Oportunidade! Apartamento de 02 quartos sendo um suíte, co...;QI 24; Taguatinga Norte;2;1;1;52;400;330;Nenhuma;1;0;0;0;0;0
380000;GAMAGGIORE  Maravilhoso, lazer completo, um dos melhores condomínios do Gama.  O apartamento Gamaggiore com área de lazer completa, 69m² Apartamento 03 quartos sendo 1 suite, sala,...;Quadra 1; Setor Industrial;3;1;2;70;600;450;Nenhuma;1;0;0;0;0;0
170000;Riacho Fundo 1 Qn 07 Apartamento de 2 qts Armários planejados nos quartos e cozinha fino acabamento, capa de revista  ventilado, virado para frente  luz e água individual iptu  vag...;QOF QN 7 Conjunto 1; Riacho Fundo I;2;0;1;55;150;50;Nenhuma;0;0;0;0;0;1
